0,1,2,3,4,5,6,7,8
-0.547177,-0.585452,-0.629960,-0.679653,-0.729046,-0.762156,-0.742567,-0.609110,20.363925
-0.546660,-0.584351,-0.627673,-0.675048,-0.720155,-0.746006,-0.715830,-0.571040,18.363930
-0.546044,-0.583072,-0.625082,-0.669957,-0.710572,-0.729028,-0.688415,-0.532971,16.462370
-0.545314,-0.581592,-0.622155,-0.664345,-0.700261,-0.711201,-0.660323,-0.494902,14.713117
-0.544450,-0.579885,-0.618857,-0.658173,-0.689187,-0.692505,-0.631555,-0.456832,13.169059
-0.543435,-0.577922,-0.615153,-0.651399,-0.677313,-0.672918,-0.602109,-0.418763,11.880935
-0.542244,-0.575672,-0.611004,-0.643980,-0.664600,-0.652421,-0.571987,-0.380693,10.896169
-0.540852,-0.573102,-0.606367,-0.635871,-0.651012,-0.630992,-0.541188,-0.342624,10.257757
-0.539233,-0.570173,-0.601197,-0.627026,-0.636507,-0.608611,-0.509711,-0.304555,10.003206
-0.537353,-0.566846,-0.595447,-0.617396,-0.621047,-0.585257,-0.477558,-0.266485,10.163562
-0.535178,-0.563076,-0.589066,-0.606928,-0.604590,-0.560910,-0.444728,-0.228416,10.762543
-0.532668,-0.558815,-0.582000,-0.595570,-0.587094,-0.535548,-0.411221,-0.190347,11.815807
-0.529782,-0.554010,-0.574190,-0.583266,-0.568515,-0.509151,-0.377037,-0.152277,13.330364
-0.526472,-0.548606,-0.565577,-0.569959,-0.548812,-0.481698,-0.342177,-0.114208,15.304151
-0.522684,-0.542541,-0.556094,-0.555587,-0.527938,-0.453169,-0.306639,-0.076139,17.725787
-0.518362,-0.535749,-0.545672,-0.540089,-0.505848,-0.423542,-0.270425,-0.038069,20.574515
-0.513442,-0.528159,-0.534240,-0.523400,-0.482497,-0.392798,-0.233533,0.000000,23.820327
-0.507854,-0.519694,-0.521720,-0.505451,-0.457836,-0.360915,-0.195965,0.038069,27.424298
-0.501522,-0.510272,-0.508031,-0.486174,-0.431819,-0.327873,-0.157719,0.076139,31.339094
-0.494363,-0.499805,-0.493087,-0.465495,-0.404395,-0.293652,-0.118797,0.114208,35.509681
-0.486285,-0.488196,-0.476797,-0.443340,-0.375516,-0.258229,-0.079198,0.152277,39.874198
-0.477190,-0.475345,-0.459067,-0.419631,-0.345130,-0.221585,-0.038922,0.190347,44.365001
-0.466970,-0.461143,-0.439797,-0.394287,-0.313187,-0.183699,0.002031,0.228416,48.909842
-0.455508,-0.445472,-0.418880,-0.367226,-0.279633,-0.144550,0.043661,0.266485,53.433182
-0.442675,-0.428210,-0.396207,-0.338362,-0.244416,-0.104118,0.085967,0.304555,57.857593
-0.428334,-0.409223,-0.371661,-0.307605,-0.207481,-0.062382,0.128951,0.342624,62.105241
-0.412337,-0.388370,-0.345120,-0.274865,-0.168774,-0.019321,0.172611,0.380693,66.099416
-0.394520,-0.365500,-0.316458,-0.240047,-0.128238,0.025086,0.216949,0.418763,69.766069
-0.374710,-0.340454,-0.285540,-0.203054,-0.085818,0.070859,0.261963,0.456832,73.035344
-0.352718,-0.313062,-0.252226,-0.163785,-0.041454,0.118019,0.307654,0.494902,75.843057
-0.328343,-0.283144,-0.216371,-0.122137,0.004910,0.166586,0.354023,0.532971,78.132105
-0.301365,-0.250507,-0.177822,-0.078003,0.053334,0.216582,0.401068,0.571040,79.853765
-0.271549,-0.214950,-0.136418,-0.031274,0.103879,0.268027,0.448790,0.609110,80.968859
-0.238645,-0.176258,-0.091993,0.018163,0.156605,0.320942,0.497189,0.647179,81.448763
-0.202382,-0.134203,-0.044374,0.070424,0.211575,0.375347,0.546264,0.685248,81.276224
-0.162469,-0.088546,0.006621,0.125629,0.268850,0.431264,0.596017,0.723318,80.445986
-0.118596,-0.039033,0.061180,0.183900,0.328495,0.488712,0.646447,0.761387,78.965182
-0.070432,0.014603,0.119500,0.245363,0.390575,0.547713,0.697553,0.799456,76.853504
-0.017622,0.072645,0.181786,0.310147,0.455153,0.608287,0.749337,0.837526,74.143126
0.040215,0.135391,0.248251,0.378386,0.522298,0.670455,0.801797,0.875595,70.878386
0.103481,0.203153,0.319115,0.450215,0.592075,0.734238,0.854934,0.913664,67.115223
0.172608,0.276262,0.394610,0.525774,0.664553,0.799656,0.908748,0.951734,62.920376
0.248057,0.355065,0.474973,0.605208,0.739800,0.866730,0.963239,0.989803,58.370361
0.330315,0.439926,0.560453,0.688663,0.817887,0.935481,1.018407,1.027872,53.550232
0.419903,0.531230,0.651307,0.776289,0.898883,1.005929,1.074252,1.065942,48.552151
0.517374,0.629377,0.747802,0.868241,0.982861,1.078096,1.130774,1.104011,43.473796
0.623315,0.734791,0.850216,0.964679,1.069891,1.152001,1.187973,1.142080,38.416623
0.738349,0.847915,0.958834,1.065762,1.160049,1.227666,1.245848,1.180150,33.484022
0.863138,0.969212,1.073954,1.171658,1.253406,1.305111,1.304401,1.218219,28.779401
0.998381,1.099170,1.195883,1.282537,1.350039,1.384357,1.363630,1.256289,24.404221
1.144822,1.238297,1.324941,1.398572,1.450023,1.465425,1.423536,1.294358,20.456037
1.303244,1.387126,1.461457,1.519940,1.553435,1.548336,1.484120,1.332427,17.026572
1.474480,1.546215,1.605771,1.646825,1.660352,1.633109,1.545380,1.370497,14.199859
1.659407,1.716147,1.758236,1.779410,1.770852,1.719766,1.607317,1.408566,12.050499
1.858952,1.897530,1.919216,1.917888,1.885015,1.808328,1.669931,1.446635,10.642058
2.074096,2.091000,2.089088,2.062451,2.002921,1.898814,1.733222,1.484705,10.025647
2.305872,2.297222,2.268240,2.213299,2.124650,1.991247,1.797189,1.522774,10.238708
2.555371,2.516887,2.457073,2.370634,2.250284,2.085646,1.861834,1.560843,11.304037
2.823741,2.750720,2.656002,2.534662,2.379907,2.182033,1.927155,1.598913,13.229063
3.112192,2.999472,2.865453,2.705596,2.513601,2.280427,1.993154,1.636982,16.005411
3.422000,3.263930,3.085868,2.883651,2.651451,2.380850,2.059829,1.675051,19.608744
3.754506,3.544910,3.317700,3.069047,2.793542,2.483323,2.127182,1.713121,23.998914
