0,1,2,3,4,5,6,7
-0.592659,-0.646503,-0.711067,-0.785705,-0.861370,-0.905745,-0.840096,20.363925
2.804520,2.708523,2.580748,2.414632,2.201380,1.928417,1.578887,124.319679
-0.433781,-0.405917,-0.351742,-0.260633,-0.121869,0.068817,0.290857,78.965182
-0.576000,-0.613183,-0.646050,-0.663292,-0.643009,-0.548596,-0.337450,23.820327
-0.594306,-0.651332,-0.725103,-0.825951,-0.974008,-1.206140,-1.562650,22.266672
-0.578207,-0.617163,-0.652994,-0.674886,-0.661185,-0.574479,-0.368866,20.574515
1.604102,1.661426,1.696583,1.700161,1.659094,1.554407,1.358979,85.530705
-0.062381,0.033999,0.153683,0.296208,0.455555,0.614040,0.730672,20.456037
-0.587249,-0.634489,-0.685161,-0.732083,-0.756789,-0.719809,-0.557358,10.163562
-0.594183,-0.650821,-0.723010,-0.817609,-0.942215,-1.093819,-1.217081,35.606239
3.236561,3.071427,2.875747,2.644050,2.368912,2.039551,1.641718,127.981014
-0.208781,-0.131253,-0.026860,0.107472,0.270262,0.448764,0.605011,38.416623
-0.573539,-0.608825,-0.638581,-0.651048,-0.624160,-0.522237,-0.306035,27.424298
0.526598,0.646979,0.771625,0.892720,0.996746,1.060477,1.044826,19.608744
-0.594288,-0.651237,-0.724626,-0.823642,-0.963473,-1.162209,-1.405573,30.393335
-0.594254,-0.651092,-0.724015,-0.821184,-0.954166,-1.130151,-1.311327,33.979537
-0.593896,-0.649875,-0.719987,-0.808351,-0.915526,-1.023766,-1.060004,32.897756
-0.239432,-0.166903,-0.066987,0.064261,0.226569,0.408632,0.573595,43.473796
0.695047,0.812519,0.929060,1.035966,1.119131,1.155464,1.107656,29.120409
-0.594308,-0.651349,-0.725210,-0.826613,-0.977881,-1.226800,-1.656896,17.551845
-0.294517,-0.232119,-0.141710,-0.017649,0.142257,0.329793,0.510764,53.550232
-0.594309,-0.651353,-0.725243,-0.826862,-0.979647,-1.238198,-1.719727,14.928321
-0.584914,-0.629808,-0.676080,-0.715225,-0.727401,-0.673265,-0.494527,11.815807
-0.546939,-0.565133,-0.569055,-0.545084,-0.472344,-0.324427,-0.086128,57.857593
1.749230,1.791691,1.809734,1.794190,1.732464,1.606413,1.390395,92.780590
-0.560644,-0.587015,-0.602871,-0.595089,-0.541789,-0.412052,-0.180374,44.365001
-0.418185,-0.385615,-0.326167,-0.229810,-0.086988,0.104675,0.322272,76.853504
0.988238,1.093565,1.189788,1.267382,1.312010,1.301506,1.201903,48.104895
-0.594213,-0.650930,-0.723398,-0.818943,-0.946513,-1.106404,-1.248496,35.319152
-0.140620,-0.053369,0.059265,0.198587,0.360779,0.530452,0.667841,28.779401
0.309386,0.428096,0.558158,0.693540,0.822224,0.921559,0.950580,11.304037
-0.594309,-0.651352,-0.725229,-0.826753,-0.978838,-1.232736,-1.688311,16.175197
3.714846,3.466424,3.191440,2.885435,2.542220,2.152585,1.704548,127.459569
-0.495269,-0.489113,-0.460720,-0.397251,-0.282749,-0.103346,0.133780,79.853765
-0.342104,-0.289850,-0.209488,-0.093779,0.061958,0.252854,0.447934,62.920376
-0.593367,-0.648354,-0.715751,-0.797053,-0.887199,-0.959175,-0.934342,26.425018
3.469676,3.264777,3.030941,2.763221,2.454838,2.095831,1.673133,128.252265
-0.594294,-0.651267,-0.724765,-0.824260,-0.966045,-1.171945,-1.436988,28.893266
0.449704,0.570253,0.697536,0.824277,0.937377,1.013696,1.013410,16.005411
-0.383065,-0.340797,-0.270817,-0.164409,-0.014424,0.177814,0.385103,70.878386
1.336813,1.418206,1.482400,1.519716,1.516344,1.451822,1.296149,70.408887
-0.319192,-0.261875,-0.176436,-0.056419,0.101612,0.291086,0.479349,58.370361
-0.594302,-0.651309,-0.724971,-0.825245,-0.970467,-1.189992,-1.499819,25.636543
-0.570800,-0.604060,-0.630560,-0.638130,-0.604626,-0.495403,-0.274620,31.339094
-0.589068,-0.638290,-0.692849,-0.746960,-0.783827,-0.764453,-0.620189,10.257757
-0.593978,-0.650132,-0.720762,-0.810590,-0.921598,-1.038726,-1.091419,33.982124
-0.551958,-0.573026,-0.581066,-0.562570,-0.496247,-0.354111,-0.117543,53.433182
-0.594308,-0.651345,-0.725184,-0.826437,-0.976765,-1.220388,-1.625481,19.041007
-0.592339,-0.645707,-0.709150,-0.781290,-0.851822,-0.886985,-0.808681,18.363930
0.377376,0.497343,0.626411,0.757898,0.879207,0.967390,0.981995,13.229063
-0.581946,-0.624091,-0.665423,-0.696218,-0.695566,-0.624822,-0.431697,15.304151
-0.541418,-0.556589,-0.556258,-0.526746,-0.447670,-0.294269,-0.054712,62.105241
1.466746,1.537001,1.587509,1.608686,1.587058,1.502877,1.327564,78.030137
